respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DE LA INSTITUCIÓN EDUCATIVA,¿Con qué género te identificas?,"Cuéntanos una historia que te haya pasado en la educación virtual que para ti haya sido importante, puede ser algo agradable o desagradable, que te sucedió a ti o a otro compañero, puede ser alguna situación con un docente, o con tu familia, la conectividad o lo que piensas de esta nueva realidad, comparte tu historia aquí.",La historia que contaste te genera,La experiencia que compartiste es,¿Cuándo pasó la historia que nos contaste?,¿Con qué frecuencia pasa la situación que nos contaste?,¿Quién debe saber esta historia?,¿A quiénes involucra la historia que nos contaste?,Otro Involucrado,¿Qué enseñanza para la vida te dejó la historia que nos contaste?,Otra Enseñanza,La historia que nos contaste tiene impacto en:,Los espacios de aprendizaje virtual que estás teniendo:,Las actividades Extra-curriculares de manera virtual que te ofrece la institución son:,"¿En tu institución utilizan el arte, la cultura, la ciencia y la tecnología, como un camino para la celebración y el respeto por la diversidad?",¿Sientes que tus intereses y preguntas son tenidos en cuenta en tu institución a la hora de crear los contenidos y temas que veras en clase?,¿Sobre cuáles de los siguientes temas te gustaría aprender más en tu institución?,Otro (especifique),¿Cuál de estas características crees que es la que más resalta en los docentes de tu institución?,Disfrutas y aprendes mejor cuando:,Si fueras un profesor de tu institución ¿Qué agregarías a las clases (virtuales y presenciales)?, 
12748514840,404495119,2021-06-16 10:55:43,2021-06-16 11:01:26,190.250.126.168,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Mujer,Pienso de la nueva realidad que es algo que nos ha enseñado aprender a valorar todo lo que tenemos que debemos aprender a estar en familia  a saber que todo se termina en un instante,Motivación,Una opinión,Hace algunos días o semanas,Frecuentemente,Todo el mundo,Familia,,Aprendí lo importante de compartir con mis amigos y compañeros.,,Lo que pasa a tu alrededor,Son divertidos y los disfrutas.,Son buenas,Mucho,Mucho,Bullying y matoneo,,Innovación y creatividad.,9,Más lecturas.,
12748477993,404495119,2021-06-16 10:40:18,2021-06-16 10:49:52,181.49.246.253,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Mujer,"Mi historia ocurrió en una clase virtual dónde un compañero se le quedó encendido el micrófono y se escuchó a la mamá regañarlo un poco fuerte, después observaron que el micrófono estaba encendido y lo apagaron de inmediato pero ya se había escuchado el regaño. Lo que observo es que el regaño fue fuerte por las expresiones que utilizo la madre hacia el compañero",Tristeza,Una historia que escuchaste por ahí,Hace seis meses,Casi nunca,Padres/familia,Amigos,,Aprendí a valorar a mis profesores como personas que se interesan por mi mas allá de lo académico,,Tus emociones o sentimientos,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Más o menos,Mucho,Innovación y creatividad,,Buena comunicación.,51,Más trabajos en grupo,
12748415658,404495119,2021-06-16 10:17:22,2021-06-16 10:30:02,191.156.25.39,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Mujer,Cuando iniciaron las clases virtuales recuerdo que el primer taller que nos tocó hacer virtualmente estando en tercero fue muy largo mi mamá y yo pensábamos q no ibamos a ser capaz porque aparte que era bastante largose nos dificultaba un poco entrar a los encuentros pues mi mamá casi no sabe de ese tipo de cosas y mis hermanos trabajan entonces era un poco complicado pero ya con el pasar de los días nos fuimos adaptando y todo fue mas sencillo ,Motivación,Experiencia personal,Hace un año,Casi nunca,Padres/familia,Familia,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tus emociones o sentimientos,Son divertidos y los disfrutas.,Son buenas,Mucho,Más o menos,Salud,,Trabajo colaborativo.,71,Más actividades fuera del aula.,
12748399804,404495119,2021-06-16 10:20:53,2021-06-16 10:25:05,191.88.81.171,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Mujer,El día que entré a la institución por que conocí a mi profesora y a mis compañeros y tuve otra vez la oportunidad de estudiar ,Motivación,Experiencia personal,Hace seis meses,Casi nunca,Padres/familia,Profesores,,Aprendí nuevas habilidades y conocimientos.,,Tu relación con el colegio y la educación.,Son divertidos y los disfrutas.,Me encantan,Mucho,Mucho,Educación y aprendizaje,,Trabajo colaborativo.,100,Más trabajos en grupo,
12745744032,404495119,2021-06-15 15:30:08,2021-06-15 16:32:57,191.156.14.159,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Mujer,"Durante el proceso de educación virtual tuve inconvenientes con las actividades entregables porque mi mamá era una paciente con leucemia y esto causó que estuviera mucho tiempo en un hospital tanto que vivía más en el hospital que en su propia casa, por esta razón no contaba con su apoyo cercano sólo virtualmente ( por teléfono ) y esto hizo un poco más forzado la ayuda que ella me daba y como no tenía más personas que pudieran ayudarme con estas actividades me quedo esta anécdota para contar esto fue algo difícil ya que ella no estaba cerca de mi y la mayoría de las veces me sentía triste no por el apoyo a distancia si no porque ella casi nunca estaba conmigo físicamente    ",Tristeza,Experiencia personal,Hace algunos días o semanas,Casi nunca,Padres/familia,Familia,,Otro (especifique),Aprendí a valorar a mi familia que está conmigo físicamente ,Tus emociones o sentimientos,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Más o menos,Riegos cibernéticos,,Trabajo colaborativo.,100,Más trabajos en grupo,
12742992538,404495119,2021-06-14 20:04:30,2021-06-14 20:11:10,179.13.45.152,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Mujer,No me hiba tan bien porque por el cambio no sentia tanta interres,Tristeza,Experiencia que alguien te compartió,Hace un año,Casi siempre,Los profesores y las directivas,Profesores,,Aprendí a valorar como era la vida antes de la pandemia.,,Tu futuro,Son divertidos y los disfrutas.,Son buenas,Más o menos,Mucho,Educación sexual,,Trabajo colaborativo.,94,Más debate.,
12742523152,404495119,2021-06-14 16:31:16,2021-06-14 16:34:54,191.88.83.123,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Hombre,Ninguna,Orgullo/Satisfacción,Experiencia personal,Hace un año,Casi nunca,Nadie,A mi,,Otro (especifique),Nada,Ninguna de las anteriores,Son aburridos y no te gustan.,No me gustan,Más o menos,Nada,Educación sexual,,Pensamiento critico.,0,Más trabajos en grupo,
12738606670,404495119,2021-06-12 15:39:46,2021-06-12 15:43:53,191.88.66.161,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Hombre,Una profesora no apagó el micrófono y pues se escucho algo que no debíamos escuchar,Alegría,Experiencia personal,Hace algunos días o semanas,Casi nunca,Nadie,Profesores,,Aprendí a respetar otros puntos de vista.,,Ninguna de las anteriores,Hacen que quieras entrar a ellos.,Son buenas,Mucho,Mucho,Educación sexual,,Innovación y creatividad.,100,Más juegos,
12737310381,404495119,2021-06-11 19:40:36,2021-06-11 19:45:40,191.95.145.245,,,,,No,ANTIOQUIA,IE. San Antonio de Prado,Mujer,Aveces no entendía unos trabajos y me llegaba a estresar mucho,Impotencia,Experiencia personal,Hace algunos días o semanas,Frecuentemente,Nadie,A mi,,"Aprendí un nuevo manejo del tiempo en casa, lo divido de manera correcta entre la escuela, el ocio, la familia y el descanso.",,Tus emociones o sentimientos,Hacen que te intereses por nuevas maneras de aprender.,No me ofrecen/ No sé,Más o menos,Más o menos,Innovación y creatividad,,Trabajo colaborativo.,18,Más debate.,
12737213890,404495119,2021-06-11 18:23:35,2021-06-11 18:31:02,181.134.213.164,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Hombre,"En medio de una clase, mientras estaba hablando, mi tia entro a mi cuarto diciendo en voz alta que organizará mi cuarto, que nunca hago nada y que me comi todas las galletas ",Alegría,Experiencia personal,Hace un año,Casi nunca,Todo el mundo,Familia,,Aprendí a valorar como era la vida antes de la pandemia.,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,No me gustan,Más o menos,Nada,Innovación y creatividad,,Buena comunicación.,26,Más debate.,
12737187694,404495119,2021-06-11 17:44:49,2021-06-11 18:12:58,181.51.70.248,,,,,No,ANTIOQUIA,IE. San Antonio de Prado,Hombre,Que un día estábamos escuchando clase y se infiltraron unas personas a la clase a insultar alos profes y eso me pareció muy desagradable por que que los insultos eran muy feos y nos desconcentrabam de las clases y también lo que no me gustó era que se hacían pasar por alumnos que estaban en la clase,Rabia,Experiencia personal,Hace algunos días o semanas,Casi nunca,Los profesores y las directivas,A mi,,Aprendí a valorar a mis profesores como personas que se interesan por mi mas allá de lo académico,,Lo que pasa a tu alrededor,Hacen que desees volver al salón de clase.,No me ofrecen/ No sé,Mucho,Poco,Riegos cibernéticos,,Trabajo colaborativo.,32,Más casos y ejemplos de la vida real.,
12737179379,404495119,2021-06-11 17:59:37,2021-06-11 18:07:20,181.133.4.209,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Mujer,"No me fue para nada útil. No entendía casi nada a comparación de cuando iba a clases presenciales y en mi opinión mi Institución no está lo suficientemente organizada si se habla de virtualidad. Se me complica y me estresa tener que andar de aplicación en aplicación mandando tareas, y hasta en ocaciones no entrego tareas debido a que todo esta desorganizado.",Rabia,Experiencia personal,Hace seis meses,Frecuentemente,Todo el mundo,A mi,,Aprendí a valorar como era la vida antes de la pandemia.,,Tu relación con el colegio y la educación.,Hacen que desees volver al salón de clase.,No me ofrecen/ No sé,Más o menos,Más o menos,Educación sexual,,Buena comunicación.,35,Más actividades fuera del aula.,
12737024744,404495119,2021-06-11 16:30:09,2021-06-11 16:35:39,181.133.45.250,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Hombre,Ninguna en especial,Tranquilidad,Una opinión,Hace un año,Casi nunca,Todo el mundo,Otro (especifique),Nadie porque no me pasó nada interesante,Otro (especifique),Nada,Ninguna de las anteriores,Hacen que quieras entrar a ellos.,No me ofrecen/ No sé,Mucho,Nada,Otro (especifique),Ninguno de los anteriores,Innovación y creatividad.,99,Más conversación.,
12736976443,404495119,2021-06-11 16:01:17,2021-06-11 16:10:44,181.51.80.213,,,,,No,BOGOTÁ,IE. San Antonio de Prado,Mujer,La verdad nunca me a gustado la virtualidad porque no estuve mucho tiempo con mi familia y fue una experiencia muy desagradable,Tristeza,Una opinión,Hace un año,Casi nunca,Nadie,Familia,,Aprendí la importancia de la familia.,,Tu familia,Son divertidos y los disfrutas.,No me gustan,Mucho,Más o menos,Bullying y matoneo,,Pensamiento critico.,50,Más juegos,
12736958933,404495119,2021-06-11 15:37:47,2021-06-11 16:01:52,181.135.34.135,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,No binario,"Que es una tortura las clases virtuales, No se aprende nada NADA!!, las odios, nos ponen una guia con todos los talleres y aparte tenemos que entrar a las clases para hacer mas ACTIVIDADES Y EVALUACIONES OSEA QUE????? No somos unas malditas maquinas para hacer esto que es un gran peso y mas con esta pandemia es un caos, una mierda la verdad, y ese caos haces que te sientas miserables y tomando pastillas para la ansiedad y depresion y no sepas como regularlo por que ESE PESO NO SE QUITA DE ENCIMA y se vuelve un estres, hacer 13 talleres para sacar un 1.0, JODANSEN, y su clases tambien que se jodan por que eso HACE QUE NOS SINTAMOS ASÍ, las clases virtuales es una tortura, Yo me sentía bien (el año pasado) cuando solo ponían los talleres en la pagina y ya, los entregabas y te quedaba tiempo libre, pero ahora NO, ES TERMINAR UNA GUIA PARA DESCANSAR 2 SEMANAS Y LUGO HACER OTRA MALDITA GUIA COMO SI FUESEMOS UNA MAQUINA TRABAJADORA, asi que si esto es una historia desagradable o agradable, diría que es UNA EXPERIENCIA DE LA MIERDA ",Rabia,Experiencia personal,Hace seis meses,Siempre,Los profesores y las directivas,Amigos,,Otro (especifique),Que no soy una persona fuerte para sobrellevar todo esto ,Tus emociones o sentimientos,Hacen que no quieras entrar a ellos.,No me ofrecen/ No sé,Más o menos,Más o menos,Salud,,Trabajo colaborativo.,90,Más conversación.,
12736919243,404495119,2021-06-11 15:32:43,2021-06-11 15:42:19,190.0.52.219,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Mujer,"Vivo en una vereda del corregimiento. Al comienzo de la pandemia, sólo el vecino tenía internet para compartir al sector, lo que hacía muy lenta la conexión, a veces me tenía que desconectar debido a la deficiencia en el servicio y alta demanda. Hasta que un día se robaron los cables telefónicos y del interner lo que me ha llevado a no seguir asistiendo a reuniones y encuentros virtuales debido a que la empresa de telecomunicaciones UNE, informó que no seguiría prestando el servicio. ",Impotencia,Experiencia personal,Hace un año,Siempre,Todo el mundo,Familia,,"Aprendí un nuevo manejo del tiempo en casa, lo divido de manera correcta entre la escuela, el ocio, la familia y el descanso.",,Tu futuro,Hacen que desees volver al salón de clase.,No me gustan,Mucho,Mucho,Otro (especifique),Historia. ,Trabajo colaborativo.,0,Más casos y ejemplos de la vida real.,
12736905489,404495119,2021-06-11 14:52:33,2021-06-11 15:35:25,191.95.150.234,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Mujer,"Al empezar la cuarentena, me sentía feliz, ya que podría pasar más tiempo en familia, y también porque mis compañeros son muy molestones y quería un tiempo alejada de ellos, todo iba bien, empezaron las clases virtuales y fue muy bueno, pero con el tiempo me canse, estar tanto tiempo en el computador, pensar, hacer, imaginar, ya mi familia casi ni me hablaba, y todos los días eran regaños por parte de mi mamá, me canse de todo, no podía dormir, a veces lloraba demasiado, y casi siempre me despertaba con malhumor, me sentía débil, enojada, triste, tenía muchos sentimientos encontrados, solo quería acabar con ellos, pero no podía, no era tan fuerte para aceptar la vida y era débil para hacerme daño, solo quería desaparecer, pero aquí estoy, no sé por qué no sé cómo, pero quiero salir adelante, aunque este cansada voy a dar lo mejor de mi cada día, me esforzaré más, y me alegra la presencialidad, porque mi vida solo era casa, clases virtuales, y dormir, me siento más activa y mucho mejor con mi vida, espero seguir así y no recaer en el sufrimiento de estar todo un año en casa. 708 :)",Tristeza,Experiencia personal,Hace un año,Casi siempre,Padres/familia,A mi,,Aprendí a valorar como era la vida antes de la pandemia.,,Tus emociones o sentimientos,Hacen que desees volver al salón de clase.,Son buenas,Más o menos,Más o menos,Otro (especifique),alexitimia: es la imposibilidad de expresar lo que se siente.,Buena comunicación.,50,Más actividades fuera del aula.,
12736791197,404495119,2021-06-11 14:29:51,2021-06-11 15:27:08,191.88.12.80,,,,,No,ANTIOQUIA,IE. San Antonio de Prado,Hombre,Mi historia es que una profesora en clases virtuales me hacía caer muy mal y sentir mal delante de mis compañeros porque yo le mandaba mensajes al celular y nunca me respondió y cuánto me respondió me dijo que yo era el que tanto la molestaba,Rabia,Experiencia personal,Hace algunos días o semanas,Casi siempre,Los profesores y las directivas,Profesores,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Ninguna de las anteriores,Hacen que te intereses por nuevas maneras de aprender.,No me gustan,Más o menos,Más o menos,Educación y aprendizaje,,Pensamiento critico.,50,Más actividades fuera del aula.,
12736882118,404495119,2021-06-11 15:10:16,2021-06-11 15:24:50,181.53.225.47,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Mujer,Estube muy estresa me sentia impotente con algunas cosas q no podia entender por q se me dificultan muchas cosas y mi Mamá todo el tiempo encima que hiciera las cosas esto es muy estresante,Impotencia,Experiencia personal,Hace algunos días o semanas,Siempre,Los profesores y las directivas,Familia,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tus emociones o sentimientos,Hacen que quieras entrar a ellos.,Me encantan,Mucho,Más o menos,Relación con la familia,,Buena comunicación.,0,Más conversación.,
12736861785,404495119,2021-06-11 14:50:30,2021-06-11 15:15:28,181.133.5.193,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Mujer,ME AYDO MUY BIEN EN LAS CLACES VIRTUALES,Tranquilidad,Experiencia personal,Hace un año,Frecuentemente,Padres/familia,Profesores,,Otro (especifique),Que Tambien Aprendirendieron muchomis padres,La forma en que te relacionas con los demás,Hacen que desees volver al salón de clase.,No me gustan,Mucho,Mucho,Valores,,Trabajo colaborativo.,22,Más juegos,
12736854200,404495119,2021-06-11 15:01:24,2021-06-11 15:11:54,190.250.33.188,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Mujer,"Mi historia, es que, cuando nos ponían los links para las clases virtuales, muchas veces se modificaba el horario demasiado tarde, por lo cual, era muy difícil asistir a ellas ",Rabia,Experiencia personal,Hace algunos días o semanas,Frecuentemente,Los profesores y las directivas,Profesores,,"Aprendí un nuevo manejo del tiempo en casa, lo divido de manera correcta entre la escuela, el ocio, la familia y el descanso.",,Tu relación con el colegio y la educación.,Hacen que quieras entrar a ellos.,Son buenas,Más o menos,Más o menos,Innovación y creatividad,,Pensamiento critico.,55,Más conversación.,
12736848509,404495119,2021-06-11 14:48:49,2021-06-11 15:09:09,181.134.203.141,,,,,No,ANTIOQUIA,IE. San Antonio de Prado,Hombre,Tuve que faltar a clase por una cita con el dentista,Tristeza,Experiencia personal,Hace algunos días o semanas,Frecuentemente,Los profesores y las directivas,Familia,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Ninguna de las anteriores,Son divertidos y los disfrutas.,No me gustan,Mucho,Mucho,Innovación y creatividad,,Buena comunicación.,18,Más proyectos artísticos,
12736828888,404495119,2021-06-11 14:51:03,2021-06-11 15:00:13,181.133.3.240,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Hombre,No me a pasado nada en especial ,Tranquilidad,Una opinión,Hace un año,Casi nunca,Nadie,Directivos,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu futuro,Hacen que quieras entrar a ellos.,No me gustan,Mucho,Nada,Educación sexual,,Trabajo colaborativo.,47,Más casos y ejemplos de la vida real.,
12736823495,404495119,2021-06-11 14:52:33,2021-06-11 14:57:42,181.133.12.22,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Mujer,Que es muy difícil por que virtual no se entiende casi lo que explican y es diferente ah como es presencial ,Impotencia,Experiencia personal,Hace un año,Siempre,Los profesores y las directivas,Otro (especifique),A todos en general ,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu relación con el colegio y la educación.,Hacen que no quieras entrar a ellos.,Son buenas,Más o menos,Mucho,Otro (especifique),Todas ,Buena comunicación.,60,Más actividades fuera del aula.,
12736810361,404495119,2021-06-11 14:37:06,2021-06-11 14:51:40,181.133.41.90,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Mujer,"Que aveces uno no le daba el Internet y lo pian hablar y se escucha entrecortado y los profesores lo regañaban, o al frente de todo el salón ps los que estaban en la clase virtual le comenzaban a decir un poco de cosas y a regañarlos",Rabia,Experiencia personal,Hace algunos días o semanas,Casi siempre,Nadie,Profesores,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu relación con el colegio y la educación.,Hacen que desees volver al salón de clase.,No me gustan,Más o menos,Poco,Otro (especifique),"Sobre ciencias, y tecnología ",Innovación y creatividad.,33,Más trabajos en grupo,
12736782905,404495119,2021-06-11 14:29:08,2021-06-11 14:39:07,190.14.230.234,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Mujer,Le paso a una compañera  que ella tenia una profesora que no le calificaba los talleres ,Tranquilidad,Experiencia que alguien te compartió,Hace algunos días o semanas,Frecuentemente,Nadie,Amigos,,Aprendí a valorar como era la vida antes de la pandemia.,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,No me ofrecen/ No sé,Más o menos,Mucho,Valores,,Trabajo colaborativo.,100,Más actividades fuera del aula.,
12736775492,404495119,2021-06-11 14:30:25,2021-06-11 14:35:47,179.13.28.90,,,,,Sí,BOGOTÁ,IE. San Antonio de Prado,Mujer,"Que hay profesores que como son todos chocantes,no entiende ah algunos alumnos y no gas ",Rabia,Experiencia personal,Hace algunos días o semanas,Frecuentemente,Los compañeros,Otro (especifique),Profesores y compañeros,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu relación con el colegio y la educación.,Hacen que desees volver al salón de clase.,Son buenas,Poco,Nada,Educación sexual,,Pensamiento critico.,11,Más trabajos en grupo,
12736337316,404495119,2021-06-11 10:56:23,2021-06-11 11:31:57,181.130.76.223,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Mujer,un dia estaba entretenida y mi hermanita me prendio la camara y se vio toda mi cuarto desorganizado ,Impotencia,Experiencia personal,Hace algunos días o semanas,Casi nunca,Padres/familia,Familia,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu familia,Son divertidos y los disfrutas.,No me gustan,Mucho,Más o menos,Educación y aprendizaje,,Trabajo colaborativo.,87,Más actividades fuera del aula.,
12736338438,404495119,2021-06-11 11:03:25,2021-06-11 11:31:50,181.51.76.83,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Hombre,Que el año pasado en el primer periodo iva muy bien hasta que me dieron un celular bueno y deje de asistir a clase y de hacer las tareas y por esa razon perdi el año,Rabia,Experiencia personal,Hace un año,Casi nunca,Los profesores y las directivas,A mi,,"Aprendí un nuevo manejo del tiempo en casa, lo divido de manera correcta entre la escuela, el ocio, la familia y el descanso.",,Tu futuro,Hacen que desees volver al salón de clase.,No me gustan,Más o menos,Más o menos,Educación sexual,,Buena comunicación.,10,Más juegos,
12736337729,404495119,2021-06-11 11:04:25,2021-06-11 11:31:34,45.178.13.139,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Mujer,En esta virtualidad mi tia empezaba a gritar y me daba pena abrir el microfono por lo cual yo escribia por el chat y a veces ponia musica muy duro y me toca decirle que hiciera silencio. :3,Alegría,Experiencia personal,Hace algunos días o semanas,Casi siempre,Los compañeros,Familia,,Otro (especifique),aprendi a tener manejo de la situacion.,Lo que pasa a tu alrededor,Hacen que quieras entrar a ellos.,Son buenas,Más o menos,Mucho,Innovación y creatividad,,Buena comunicación.,11,Más trabajos en grupo,
12736337681,404495119,2021-06-11 11:09:46,2021-06-11 11:31:33,190.248.6.59,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Hombre,Ami lo que me paso fue que en las clases virtuales fue que acada rato se me iva el interne. ,Rabia,Experiencia personal,Hace algunos días o semanas,Casi siempre,Los profesores y las directivas,A mi,,Otro (especifique),Nada,Tu relación con el colegio y la educación.,Hacen que desees volver al salón de clase.,Son buenas,Más o menos,Más o menos,Otro (especifique),Artistica,Buena comunicación.,57,Más juegos,
12736337626,404495119,2021-06-11 10:56:21,2021-06-11 11:31:32,181.51.32.156,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Mujer,"Un día me paso que se me fue el internet y estaba en clases de educación física, y cuando el internet me volvió el internet el profesor me pregunto una pregunta sobre el tema que estábamos viendo y ami me toco decirle al profe que no sabia porque se me fue el internet y habían visto un vídeo que gracioso.",Impotencia,Experiencia personal,Hace algunos días o semanas,Frecuentemente,Los profesores y las directivas,Familia,,Otro (especifique),aprendí a que debo estar mas pendiente de las clses ,Tu relación con el colegio y la educación.,Hacen que te intereses por nuevas maneras de aprender.,Me encantan,Mucho,Más o menos,Justicia,,Trabajo colaborativo.,7,Más juegos,
12736337449,404495119,2021-06-11 11:13:31,2021-06-11 11:31:28,190.248.6.59,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Mujer,EN LA VIRTUALIDAD EL PRIMER PERIO ESTUDIE VIRTUAL Y PERDI 6 MATERIAS ENTONCES ME PASE PARA ANALOGOS Y ME SENTI FELIZ,Tranquilidad,Experiencia personal,Hace algunos días o semanas,Casi nunca,Los profesores y las directivas,Profesores,,Otro (especifique),NO APRENDI NADA,Tu relación con el colegio y la educación.,Son divertidos y los disfrutas.,Me encantan,Mucho,Más o menos,Innovación y creatividad,,Buena comunicación.,50,Más juegos,
12736336498,404495119,2021-06-11 11:09:56,2021-06-11 11:31:07,190.248.6.59,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Hombre,"am no me gusta tanto la virtualidad, porque en la virtualidad es muy durito las tareas y se pueden meter otras personas ,un día me paso que se metieron dos estudiantes en la clase virtual y empezaron a molestar a la profesora y así duro asta que faltaban unos minutos para acabar ,entonces esa fue la historia que me paso",Alegría,Experiencia personal,Hace seis meses,Casi nunca,Padres/familia,Profesores,,Otro (especifique),ninguna,Ninguna de las anteriores,Son aburridos y no te gustan.,No me ofrecen/ No sé,Más o menos,Más o menos,Educación sexual,,Trabajo colaborativo.,49,Más juegos,
12736335385,404495119,2021-06-11 11:08:34,2021-06-11 11:30:42,190.248.6.59,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Hombre,me meti a recuperar a una materia y el profesor me dijo que no tenia que recuperar,Alegría,Experiencia personal,Hace seis meses,Casi nunca,Nadie,A mi,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,No me gustan,Poco,Más o menos,Educación y aprendizaje,,Buena comunicación.,50,Más juegos,
12736335184,404495119,2021-06-11 10:59:42,2021-06-11 11:30:37,200.122.220.189,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Mujer,El año pasado perdí el año por qué no tenía internet  y me tocó acudir a los métodos análogos y no me exforze mucho para mejorar ,Impotencia,Experiencia personal,Hace seis meses,Casi nunca,Los profesores y las directivas,Familia,,Aprendí a valorar como era la vida antes de la pandemia.,,Tus emociones o sentimientos,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Más o menos,Educación sexual,,Innovación y creatividad.,50,Más actividades fuera del aula.,
12736328495,404495119,2021-06-11 11:11:13,2021-06-11 11:28:05,190.248.6.59,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Hombre,YO NO ME PUDE CONECTAR A LAS POR QUE LA PERSONA QUE ME PRESTABA EL CONPUTADOR SE MUDO Y POR ESO ME PASE A ALTERNANSIA,Tristeza,Experiencia que alguien te compartió,Hace seis meses,Casi nunca,Nadie,A mi,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu relación con el colegio y la educación.,Hacen que desees volver al salón de clase.,No me ofrecen/ No sé,Mucho,Mucho,Relación con los compañeros,,Buena comunicación.,100,Más juegos,
12736322922,404495119,2021-06-11 10:55:49,2021-06-11 11:25:55,181.135.96.12,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Hombre,un día estábamos en clase y mi mama iba a coger un lápiz y se cayo y todos escucharon y nos dijeron que apagáramos el micrófono ,Alegría,Experiencia personal,Hace algunos días o semanas,Casi nunca,Nadie,Familia,,Otro (especifique),aprendí que siempre hay que estar pendiente de que el micrófono este apagado ,Tu familia,Son divertidos y los disfrutas.,Son buenas,Mucho,Mucho,Educación sexual,,Innovación y creatividad.,1,Más proyectos artísticos,
12736234366,404495119,2021-06-11 10:23:30,2021-06-11 10:54:30,181.132.80.108,,,,,Sí,ANTIOQUIA,IE. Las Nieves,Hombre,un día se me fue la luz y se apago el internet me toco irme para donde mi mama ya que alla si avia internet y puede hacer las tareas  y despues ya no me dejaba dentrar al classrom por que tenia unos problemas en el computados y no e podido hacer tareas por que seme daño el cargador de la laptop,Tristeza,Experiencia personal,Hace algunos días o semanas,Casi nunca,Los profesores y las directivas,Familia,,Otro (especifique),aprendi que tengo que tener pasiencia con las cosas por que se deve de esperar para algunas cosas,Tu familia,Hacen que te intereses por nuevas maneras de aprender.,No me ofrecen/ No sé,Mucho,Más o menos,Educación y aprendizaje,,Buena comunicación.,50,Más lecturas.,
