respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Queremos saber cuánto te gusta ir al colegio, estudiar y aprender. Piensa en algo que te haya sucedido el año pasado en tu colegio, que te produjo una de estas trescosas. Escoge una:","De acuerdo con la situación que escogiste en la pregunta anterior ¿Cuál experiencia compartirías? Describe la experiencia, y lo que pasó",Sugiere un #hashtag o un título para tu respuesta anterior:,En la experiencia que escribí… (historia),Mi historia está relacionada con…,Esa situación me ayudó a…,Esta situación me va a ayudar a…,Esto me ayudó a entender…,En mi escuela mis profesores se dedican a…,Pensando en la situación/ejemplo que compartí... Esto me animó a aprender…,Lo que aprendí fue…,Lo que aprendí tiene importancia para…,Las decisiones fueron influenciadas por…,Esta situación me generó una sensación de… ,Esta situación sucede…,Esta historia se relaciona con…,Grado...,Edad... ,El nivel de educación de mis padres o acudientes es…,Género
12571054058,402496032,2021-04-13 07:41:56,2021-04-13 07:53:49,190.240.16.224,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te confundió,Algunos ejercicios de matemática se me hacían confusos,#Más aclaración en las explicaciones,Me sentí confundido/no entendí nada,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Entendernos y darnos soporte emocional,52,34,32,60,Angustia/Miedo,Rara vez,Relación con la familia,11,14 a 16 años,Universitario,Mujer
12571053883,402496032,2021-04-13 07:46:54,2021-04-13 07:53:38,181.132.197.183,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Las exposiciones de temas mixtos ,#exposiciones ,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,90,84,100,47,Felicidad,Rara vez,Liderazgo,11,17 a 19 años,Bachiller,Hombre
12571053238,402496032,2021-04-13 07:47:10,2021-04-13 07:53:14,181.58.38.163,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,que tengo que ser perseverante para poder lograra todo lo que quiero en mi vida ,#perseverantemente alcanza,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,97,99,100,Felicidad,No se,El trabajo en equipo,11,17 a 19 años,Bachiller,Mujer
12571052412,402496032,2021-04-13 07:49:10,2021-04-13 07:53:02,181.132.220.116,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,,,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,0,27,57,47,Esperanza,Rara vez,Liderazgo,11,14 a 16 años,Universitario,Hombre
12571048822,402496032,2021-04-13 07:45:36,2021-04-13 07:51:59,181.134.128.186,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"Me confundí un poco al principio, pero luego comencé a aprender algo nuevo cada día ",#mundodiferentecosasnuevas,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,0,45,51,100,Felicidad,Una vez,Ninguna de las anteriores,11,14 a 16 años,Universitario,Mujer
12571046871,402496032,2021-04-13 07:46:26,2021-04-13 07:51:31,181.58.38.136,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Nos tocó reinventarnos,#mundovirtual,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,50,50,36,51,Esperanza,Con frecuencia,Tecnología y herramientas digitales,11,14 a 16 años,Bachiller,Mujer
12571046294,402496032,2021-04-13 07:45:25,2021-04-13 07:51:09,190.240.147.42,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,Los experimentos en quimica que empezamos a realizar,#Descubrir,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,15,18,18,Satisfacción/orgullo,Todo el tiempo,Innovación / creatividad,11,14 a 16 años,No se,Mujer
12571046133,402496032,2021-04-13 07:45:52,2021-04-13 07:51:12,181.132.223.174,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,ninguna,ninguno,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,10,19,52,19,no está seguro,Rara vez,Ninguna de las anteriores,11,17 a 19 años,No se,Hombre
12571046058,402496032,2021-04-13 07:43:18,2021-04-13 07:51:06,191.95.150.111,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"Entre a la media tecnica entonces aprendí demasiados cosa muy interesantes, en cada materia pasos para crear empresa, archivar documentos y mil cosas mas ",#mediatecnica,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,95,50,94,9,Tristeza,Rara vez,Ninguna de las anteriores,11,14 a 16 años,Bachiller,Mujer
12571044732,402496032,2021-04-13 07:46:14,2021-04-13 07:50:30,190.158.197.87,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,La virtualidad aprender a utilizar a fondo las herramientas tecnologicas para el mejor desempeño de mis trabajos,#Conocimiento4ever,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,59,25,51,80,Satisfacción/orgullo,Una vez,Innovación / creatividad,11,14 a 16 años,Bachiller,Hombre
12571040838,402496032,2021-04-13 07:39:48,2021-04-13 07:49:48,45.175.20.130,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,Aprendi muchas cosas nuevas.,#aprender cada Dia mas ,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,98,55,78,36,Tristeza,No se,Mi aporte a la humanidad/al mundo/a los demás,10,14 a 16 años,Bachiller,Mujer
12571039408,402496032,2021-04-13 07:43:45,2021-04-13 07:48:49,186.81.102.156,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"Nunca había tenido clases virtuales, y fue excelente ",#excelenciavirtual,Aprendí algo nuevo,Mi país/el mundo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,63,73,92,54,no está seguro,Rara vez,Tecnología y herramientas digitales,11,14 a 16 años,Bachiller,Mujer
12571034890,402496032,2021-04-13 07:43:42,2021-04-13 07:47:14,181.140.162.81,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te confundió,"Matemáticas , básicamente los temas nuevos algunas veces se me dificultan ",#quieroaprender,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,18,55,49,13,Felicidad,Con frecuencia,Cómo resolver conflictos,11,17 a 19 años,No se,Mujer
12571034135,402496032,2021-04-13 07:43:01,2021-04-13 07:46:36,186.81.102.155,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Experiencias con la tecnica aprendiendo nuevos temas,#TecnicaAprendizaje,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,86,55,88,80,Felicidad,Con frecuencia,Ninguna de las anteriores,,,,
12571030383,402496032,2021-04-13 07:38:05,2021-04-13 07:45:53,181.132.221.187,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Nada eran cosas nuevas que nunca me avían enseñado ,,Me dio curiosidad por saber más,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,56,52,29,no está seguro,No se,Mi aporte a la humanidad/al mundo/a los demás,11,17 a 19 años,Técnico,Mujer
12571027401,402496032,2021-04-13 07:40:05,2021-04-13 07:44:44,177.252.190.206,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"Empecé la media técnica, donde he aprendido muchas cosas nuevas, donde sigo aprendiendo día a día",#lamediatecnicaeslomejor,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,16,100,100,Satisfacción/orgullo,,Ninguna de las anteriores,11,17 a 19 años,Bachiller,Mujer
12571023872,402496032,2021-04-13 07:36:09,2021-04-13 07:44:19,181.134.226.140,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,,,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,58,20,52,56,Felicidad,No se,Tecnología y herramientas digitales,11,14 a 16 años,Universitario,Mujer
12571013701,402496032,2021-04-13 07:32:38,2021-04-13 07:39:57,201.184.186.34,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,Fue muy gracioso que una vez me quemaran el pelo por *error* la verdad mi compañera se asustó mucho pero se  arregló de una ,#PUPITRESSEPARADOS,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,80,100,90,90,no está seguro,Una vez,Cómo resolver conflictos,10,14 a 16 años,Bachiller,Hombre
12571012600,402496032,2021-04-13 07:33:10,2021-04-13 07:39:40,186.81.102.118,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,Se me olvidó la tarea y ya no la pude entregar otro día,#Nuncaolvidenlatarea,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,0,50,100,Tristeza,Una vez,Ninguna de las anteriores,10,14 a 16 años,No se,Mujer
12571009977,402496032,2021-04-13 07:33:02,2021-04-13 07:39:40,181.132.242.178,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"Me enseñó que no podemos esperar nada, y dejar que todo tome su rumbo sin estresarnos.",#enseñanzasentiempodepandemia,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,79,100,13,Felicidad,Todo el tiempo,Ninguna de las anteriores,11,14 a 16 años,Universitario,Mujer
12570972645,402496032,2021-04-13 07:17:35,2021-04-13 07:27:06,181.51.32.11,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te dio curiosidad por aprender más,"Un dia nos pidiron para la clase de fidica una botella y una bomba, la profesora recogio las botellas de plastico por equipo y pidio a un compañero hacer una midion secreta. Despues decolvieron las botellas a cada equipo y dieron una hoja de guia para desarrollar las experiencia. Resulta que por mas que soplaba la bomba no inflaba. Entonces despues destapamos el agujero que habia hecho el compañero y y la bomba si inflo. En ese momento se acabo la clase y la docente dijo que ibamos en otra ocasion. Yo quede con la duda todo el dia. Y tube que ir a la uva a investigar que pasaba. ",#la onvestgacion,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,85,51,69,88,Satisfacción/orgullo,Rara vez,Lo que hago en las horas de clase,11,14 a 16 años,No se,Mujer
12569981858,402496032,2021-04-12 21:09:19,2021-04-12 21:18:07,179.18.62.6,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo, aprender en casa con la familia,un mundo diferente,Me dio curiosidad por saber más,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,51,50,50,Felicidad,Todo el tiempo,El trabajo en equipo,4,8 a 10 años,Bachiller,Mujer
12569830040,402496032,2021-04-12 19:33:40,2021-04-12 19:53:02,191.156.8.2,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,Por qué es más fácil ir al colegio estar con los compañeros se aprende más y comparte y es como  otra  familia para mí ,No   creo que es normal ,Me dio curiosidad por saber más,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,100,100,100,no está seguro,No se,Mi aporte a la humanidad/al mundo/a los demás,4,8 a 10 años,Bachiller,Hombre
12569734243,402496032,2021-04-12 18:49:39,2021-04-12 19:00:44,179.12.103.131,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te confundió,La conectividad y la tecnología poco acorde para las clases durante el tiwmpo de pandemia me generó confusión en muchas ocasiones wl año pasado.,Educaciondesconectada,Me dio curiosidad por saber más,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,64,60,64,54,Angustia/Miedo,Con frecuencia,Tecnología y herramientas digitales,7,11 a 13 años,No se,Hombre
12569684637,402496032,2021-04-12 18:31:34,2021-04-12 18:38:42,181.132.216.158,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Que hise algo que no se ase y eso me eseño algo nuevo,Aprendo de las cosas malas,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,85,14,100,100,Esperanza,Rara vez,Cómo resolver conflictos,6,11 a 13 años,Técnico,Hombre
12569632134,402496032,2021-04-12 18:08:32,2021-04-12 18:15:38,190.107.25.53,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,me dio curiosidad por que nos hablaron sobre los dinosaurios y eso fue lo que me dio por seguir estudiándolos ,#Dinosaurios para siempre ,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,87,95,28,100,Felicidad,No se,La forma cómo los profesores enseñan,6,11 a 13 años,Bachiller,Hombre
12569613841,402496032,2021-04-12 18:02:31,2021-04-12 18:09:27,191.95.46.220,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,Aprendo más y entiendo todo las claro ,No,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,60,60,60,60,Felicidad,Con frecuencia,La forma como los profesores me evalúan,10,más de 19 años,Bachiller,Mujer
12569567314,402496032,2021-04-12 17:41:42,2021-04-12 17:50:36,191.156.4.212,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,La experiencia de poder estar en el laboratorio,#AprenderNoSoloEsConLibros,Me dio curiosidad por saber más,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,100,45,15,50,Felicidad,Rara vez,El trabajo en equipo,6,11 a 13 años,Bachiller,Hombre
12569563099,402496032,2021-04-12 17:44:00,2021-04-12 17:48:42,186.81.102.11,,,,,No,ANTIOQUIA,IE. La Avanzada,te confundió,Me paso que tuve que dejar de ir a clase y empezar a estudiar de forma virtual. Me hacían falta los compañeros y profesores. La educación virtual era muy confusa. Y casi pierdo el año. Agradezco a los profesores por animarme a terminar.,# la educación virtual,Me sentí confundido/no entendí nada,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,57,68,66,18,Tristeza,Con frecuencia,Tecnología y herramientas digitales,8,14 a 16 años,No se,Mujer
12569541007,402496032,2021-04-12 17:19:41,2021-04-12 17:40:23,181.134.143.163,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,En matemáticas me dio mucha curiosidad aprender  mas  sobre volúmenes  y áreas aplicados a otras superficies al igual que el análisis de las mismas aplicadas a problemas de la vida diaria ,resolución de problemas de  la vida diaria utilizando el análisis de volúmenes y áreas ,Me dio curiosidad por saber más,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,6,52,84,82,Satisfacción/orgullo,Con frecuencia,La forma cómo los profesores enseñan,6,11 a 13 años,Técnico,Mujer
12569536514,402496032,2021-04-12 17:25:19,2021-04-12 17:38:41,181.138.235.135,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"Que eran las palabras agudas,graves y esdeujulas",La acentuacion,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,52,62,45,100,Felicidad,Con frecuencia,El trabajo en equipo,6,11 a 13 años,Universitario,Mujer
12569536155,402496032,2021-04-12 17:29:43,2021-04-12 17:38:09,181.58.38.50,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,pues me enseño algo que ocurrio en años atras y era un terremoto que modifico todo el eje cafetero,eje cafetero modificado,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,100,50,100,50,no está seguro,Rara vez,Ninguna de las anteriores,6,11 a 13 años,Bachiller,Hombre
12569535102,402496032,2021-04-12 17:27:21,2021-04-12 17:37:49,179.12.100.134,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Mi experiencia fue de lo más normal aprendí todo lo que tenía que aprender fue un poco más difícil por la situación pero no fue tan difícil,No  ,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,88,14,6,81,no está seguro,Rara vez,Tecnología y herramientas digitales,6,11 a 13 años,Universitario,Hombre
12569532744,402496032,2021-04-12 17:30:22,2021-04-12 17:36:28,190.14.230.130,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"Me enseñó vos que ni sabía que existían y pss es bno por el conocimiento ,nos ayuda en un futuro",#Mifuturodependedemi,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,,50,40,100,50,Satisfacción/orgullo,Todo el tiempo,La forma cómo los profesores enseñan,6,14 a 16 años,Bachiller,Mujer
12569529672,402496032,2021-04-12 17:23:47,2021-04-12 17:35:42,201.190.76.242,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"De que me enseñaron muchas cosas que yo no sabía y aprendí mucho, que me ayudó con las materias",#aprendÍmucho,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,12,14,13,81,Felicidad,Todo el tiempo,La forma cómo los profesores enseñan,6,11 a 13 años,Bachiller,Mujer
12569521688,402496032,2021-04-12 17:24:34,2021-04-12 17:33:29,181.58.38.26,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,lo que paso fue que en ciencias n pusieron un tema interesante y me dio curiosidad aprender mas,,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,62,5,85,91,Felicidad,No se,Ninguna de las anteriores,6,11 a 13 años,No se,Hombre
12569517791,402496032,2021-04-12 17:18:55,2021-04-12 17:31:09,191.95.158.87,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más, Me dio curiosidad por qué  puedo descubrir cosas que no sabía y me el más información sobre todos los temas,  Para aprender más,Me dio curiosidad por saber más,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,99,100,100,62,Felicidad,No se,Relación con los profesores,6,11 a 13 años,Bachiller,Mujer
12569517083,402496032,2021-04-12 17:19:06,2021-04-12 17:30:10,190.240.16.46,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Me enseñó a cultivar un frijol con un vaso algodón y agua.,#de frijol a planta,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,20,50,100,Satisfacción/orgullo,Una vez,Ninguna de las anteriores,6,11 a 13 años,No se,Hombre
12569514697,402496032,2021-04-12 17:22:26,2021-04-12 17:32:47,191.88.138.250,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"Mi primer día en el colegio, me hizo aprender  que cada colegio es diferente y tienen su forma de enseñar y hacer que los niños se acojan al colegio ",#anelandoiralcolegiocomoelprimerdía ,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,100,19,100,no está seguro,Una vez,La forma cómo los profesores enseñan,6,11 a 13 años,Bachiller,Mujer
12569514288,402496032,2021-04-12 17:19:19,2021-04-12 17:28:53,181.134.231.72,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,investigue mucho con la profesora de ciencias naturales,#INVESTIGACION,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,47,51,71,Felicidad,Rara vez,El cuidado del medio ambiente,6,11 a 13 años,Bachiller,Mujer
12569511482,402496032,2021-04-12 17:19:08,2021-04-12 17:27:52,177.255.71.232,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Fui de campamento para explorar,#campamentoadbentista,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,50,100,100,Esperanza,Una vez,El trabajo en equipo,6,11 a 13 años,Universitario,Mujer
12569510992,402496032,2021-04-12 17:18:56,2021-04-12 17:27:43,181.134.228.117,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"yo participe en la feria de la ciencia con un proyecto llamado ""en el jardin de mi abuelo"". Me gusto mucho por que lo hice en ingles y aprendi muchas cosas que me enseño mi abuelo y mi profesora.",#EstudioEnFamilia.,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,50,50,50,Felicidad,Con frecuencia,Innovación / creatividad,6,11 a 13 años,Postgrado,Hombre
12569509855,402496032,2021-04-12 17:22:00,2021-04-12 17:26:56,181.132.199.254,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Me enseñaron muchas cosas muy interesantes ,#aprendereslomejor,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,23,50,100,Felicidad,Rara vez,Lo que hago en las horas de clase,6,11 a 13 años,Bachiller,Mujer
12569507932,402496032,2021-04-12 17:18:58,2021-04-12 17:26:10,181.58.38.195,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,LO QUE ME DIO POR APRENDER DE MAS FUE QUE DEL COMO SE REPRODUCEN LOS ANIMALES PORQUE AUN NO LO SE,APRENDER SOBRE LA REPRODUCCION DE LOS ANIMALES,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,65,48,54,50,no está seguro,Todo el tiempo,Ninguna de las anteriores,6,11 a 13 años,No se,Hombre
12569464292,402496032,2021-04-12 17:00:25,2021-04-12 17:07:08,201.184.161.236,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te dio curiosidad por aprender más,PS yo quiero aprender más ,,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,64,12,68,100,Felicidad,Una vez,Liderazgo,,,,
12569430391,402496032,2021-04-12 16:46:07,2021-04-12 16:52:56,191.95.147.111,,,,,Sí,ANTIOQUIA,,te enseñó algo nuevo,Mi experiencia fue que aprendí a hacer unos amigos y que surgió una buena amistad ,Amigos por siempre,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,95,0,90,94,Felicidad,Todo el tiempo,Lo que hago en las horas de clase,,,,
12569402577,402496032,2021-04-12 16:26:37,2021-04-12 16:42:00,190.240.18.146,,,,,Sí,AMAZONAS,IE. Rafael Uribe Uribe,te enseñó algo nuevo,el tener amigos y compartir con ellos el tiempo que estuvimos.,conociendo amigos,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Entendernos y darnos soporte emocional,79,65,88,75,no está seguro,No se,Mi aporte a la humanidad/al mundo/a los demás,6,11 a 13 años,Bachiller,Hombre
12569400818,402496032,2021-04-12 16:26:32,2021-04-12 16:41:37,191.88.147.96,,,,,Sí,ATLÁNTICO,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"lo que paso fue que el profesor no habia dicho nada de ningun examen entonces a dia siquiente cuando llegamos a clase el profe dijo que iba  hacer un examaen de ingles pero lo que paso fue que el diaanterior mi papa me dijo que revisara los cuadernos y que lellera lo que estaba en el cuaderno , ingles es una de las materias que a mi menos me gustan entonces yo dije voy a leer el cuaderno de ingles y cuando hicieron el examen ya yo me lo savia  ",hay que leer para estar preparado para el siguiente dia ,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,90,85,35,100,Satisfacción/orgullo,Una vez,Cómo resolver conflictos,6,11 a 13 años,Bachiller,Hombre
12569398929,402496032,2021-04-12 16:35:10,2021-04-12 16:39:48,179.12.106.59,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,No tengo experiencias,No tengo una experiencia,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,50,57,51,Felicidad,Con frecuencia,La forma cómo los profesores enseñan,6,11 a 13 años,No se,Hombre
